"","Y_bincc","A","M","C"
"1248",0,0,1,0
"1249",0,1,1,1
"1250",0,1,0,1
"1251",0,1,0,1
"1252",0,0,0,1
"1253",0,1,0,0
"1254",0,0,1,1
"1255",0,0,0,0
"1256",0,0,0,0
"1257",0,1,0,1
"1258",0,1,0,0
"1259",0,1,0,0
"1260",0,1,0,0
"1261",0,0,1,1
"1262",0,1,1,1
"1263",0,0,1,1
"1264",0,0,0,1
"1265",0,1,1,0
"1266",0,0,0,0
"1267",0,1,0,1
"1268",0,1,0,1
"1269",0,1,0,0
"1270",0,1,0,0
"1271",0,1,1,0
"1272",0,1,0,1
"1273",0,1,0,1
"1274",0,1,0,0
"1275",0,0,0,1
"1276",0,0,0,0
"1277",0,1,0,0
"1278",0,1,1,1
"1279",0,1,0,0
"1280",0,0,0,1
"1281",0,0,0,1
"1282",0,1,1,1
"1283",0,1,1,1
"1284",0,1,1,1
"1285",0,1,1,0
"1286",0,1,1,1
"1287",0,1,1,1
"1288",0,1,0,0
"1289",0,0,0,1
"1290",0,1,1,0
"1291",0,1,0,0
"1292",0,1,0,0
"1293",0,0,1,0
"1294",0,0,1,1
"1295",0,0,0,1
"1296",0,0,1,0
"1297",0,1,1,1
"1298",0,1,1,1
"1299",0,1,0,0
"1300",0,0,1,1
"1301",0,0,0,1
"1302",0,1,1,1
"1303",0,1,1,0
"1304",0,1,0,0
"1305",0,1,1,1
"1306",0,1,0,0
"1307",0,1,1,1
"1308",0,1,1,0
"1309",0,1,0,0
"1310",0,1,1,1
"1311",0,0,1,1
"1312",0,1,1,1
"1313",0,1,1,1
"1314",0,1,0,1
"1315",0,1,0,1
"1316",0,0,0,1
"1317",0,1,0,0
"1318",0,1,1,1
"1319",0,1,0,0
"1320",0,0,0,0
"1321",0,0,0,0
"1322",0,0,1,1
"1323",0,0,1,1
"1324",0,1,0,1
"1325",0,0,0,1
"1326",0,0,1,0
"1327",0,0,0,1
"1328",0,0,1,0
"1329",0,0,0,0
"1330",0,0,1,0
"1331",0,1,1,0
"1332",0,1,1,0
"1333",0,1,1,0
"1334",0,0,1,1
"1335",0,1,1,1
"1336",0,1,0,1
"1337",0,0,1,1
"1338",0,1,0,1
"1339",0,1,1,1
"1340",0,1,0,0
"1341",0,1,0,1
"1342",0,1,0,0
"1343",0,0,1,1
"1344",0,1,0,1
"1345",0,0,1,0
"1346",0,0,0,0
"1347",0,1,1,1
"1348",0,0,1,0
"1349",0,1,1,1
"1350",0,1,1,0
"1351",0,1,1,1
"1352",0,0,0,0
"1353",0,1,1,1
"1354",0,0,0,0
"1355",0,1,1,1
"1356",0,1,1,1
"1357",0,1,1,0
"1358",0,0,0,0
"1359",0,0,1,1
"1360",0,1,0,1
"1361",0,0,0,0
"1362",0,1,1,1
"1363",0,1,1,1
"1364",0,0,0,0
"1365",0,1,1,1
"1366",0,1,1,0
"1367",0,0,1,1
"1368",0,0,1,1
"1369",0,1,0,1
"1370",0,1,0,1
"1371",0,1,1,0
"1372",0,0,1,1
"1373",0,0,0,0
"1374",0,1,0,1
"1375",0,1,1,1
"1376",0,1,1,0
"1377",0,1,0,1
"1378",0,1,0,0
"1379",0,0,0,1
"1380",0,1,0,1
"1381",0,1,1,0
"1382",0,0,1,1
"1383",0,1,1,0
"1384",0,1,1,1
"1385",0,0,1,1
"1386",0,1,0,1
"1387",0,0,1,1
"1388",0,0,1,1
"1389",0,1,0,1
"1390",0,1,1,0
"1391",0,0,0,0
"1392",0,1,0,1
"1393",0,0,0,0
"1394",0,1,0,1
"1395",0,0,1,0
"1396",0,1,0,0
"1397",0,0,1,0
"1398",0,1,1,1
"1399",0,1,0,0
"1400",0,1,1,1
"1401",0,1,1,0
"1402",0,1,1,1
"1403",0,0,0,1
"1404",0,1,1,1
"1405",0,0,1,1
"1406",0,0,0,0
"1407",0,0,0,0
"1408",0,1,1,0
"1409",0,0,0,0
"1410",0,1,1,1
"1411",0,1,1,1
"1412",0,1,0,1
"1413",0,0,1,0
"1414",0,1,0,1
"1415",0,1,0,0
"1416",0,1,0,0
"1417",0,0,0,0
"1418",0,0,1,1
"1419",0,1,0,1
"1420",0,1,1,1
"1421",0,1,0,0
"1422",0,1,1,1
"1423",0,0,1,1
"1424",0,1,1,0
"1425",0,1,1,1
"1426",0,0,0,1
"1427",0,1,1,1
"1428",0,0,0,1
"1429",0,1,0,1
"1430",0,1,1,0
"1431",0,1,0,1
"1432",0,0,0,1
"1433",0,1,1,1
"1434",0,0,1,0
"1435",0,1,1,1
"1436",0,1,0,0
"1437",0,1,0,0
"1438",0,1,1,1
"1439",0,1,1,0
"1440",0,0,1,1
"1441",0,1,0,1
"1442",0,1,0,1
"1443",0,1,1,1
"1444",0,0,0,1
"1445",0,0,0,0
"1446",0,0,1,0
"1447",0,0,1,0
"1448",0,1,1,1
"1449",0,1,1,1
"1450",0,0,1,1
"1451",0,1,1,1
"1452",0,1,0,1
"1453",0,0,0,0
"1454",0,1,0,0
"1455",0,1,0,1
"1456",0,1,0,1
"1457",0,0,1,0
"1458",0,1,1,0
"1459",0,1,1,1
"1460",0,1,1,0
"1461",0,1,0,0
"1462",0,1,1,1
"1463",0,1,0,0
"1464",0,1,1,0
"1465",0,1,0,0
"1466",0,0,0,1
"1467",0,1,1,1
"1468",0,1,0,0
"1469",0,0,1,0
"1470",0,1,0,0
"1471",0,0,0,1
"1472",0,0,1,1
"1473",0,1,1,1
"1474",0,0,0,0
"1475",0,1,1,1
"1476",0,0,1,1
"1477",0,0,1,0
"1478",0,1,0,0
"1479",0,0,1,1
"1480",0,1,0,1
"1481",0,0,0,1
"1482",0,1,0,0
"1483",0,0,1,1
"1484",0,0,1,1
"1485",0,1,1,0
"1486",0,0,1,1
"1487",0,1,0,1
"1488",0,1,1,0
"1489",0,1,1,1
"1490",0,1,1,1
"1491",0,1,0,0
"1492",0,1,0,1
"1493",0,0,0,1
"1494",0,0,1,0
"1495",0,0,1,0
"1496",0,0,0,0
"1497",0,1,1,1
"1498",0,1,1,0
"1499",0,0,0,1
"1500",0,0,1,0
"1501",0,1,1,1
"1502",0,1,1,0
"1503",0,1,1,0
"1504",0,0,0,0
"1505",0,0,1,0
"1506",0,1,1,1
"1507",0,1,0,0
"1508",0,1,1,1
"1509",0,1,1,1
"1510",0,1,0,1
"1511",0,1,1,1
"1512",0,0,0,0
"1513",0,1,1,0
"1514",0,1,1,0
"1515",0,0,0,1
"1516",0,1,0,0
"1517",0,1,1,1
"1518",0,1,0,0
"1519",0,1,1,1
"1520",0,1,0,1
"1521",0,1,1,0
"1522",0,0,0,0
"1523",0,0,1,1
"1524",0,1,1,0
"1525",0,0,1,0
"1526",0,0,1,0
"1527",0,0,1,1
"1528",0,1,0,1
"1529",0,0,0,0
"1530",0,1,0,0
"1531",0,0,1,1
"1532",0,1,1,1
"1533",0,1,0,1
"1534",0,1,1,1
"1535",0,1,0,1
"1536",0,1,1,0
"1537",0,0,1,0
"1538",0,0,0,0
"1539",0,0,1,1
"1540",0,0,1,1
"1541",0,1,1,1
"1542",0,0,1,0
"1543",0,1,1,0
"1544",0,0,0,0
"1545",0,1,1,1
"1546",0,1,0,0
"1547",0,1,1,0
"1548",0,1,0,0
"1549",0,1,1,1
"1550",0,0,1,0
"1551",0,0,1,1
"1552",0,1,1,0
"1553",0,1,0,1
"1554",0,1,0,0
"1555",0,1,1,1
"1556",0,1,1,1
"1557",0,1,0,1
"1558",0,1,0,0
"1559",0,0,1,1
"1560",0,0,1,1
"1561",0,1,0,1
"1562",0,0,0,0
"1563",0,1,1,1
"1564",0,1,1,1
"1565",0,1,1,1
"1566",0,1,0,0
"1567",0,1,1,0
"1568",0,1,1,1
"1569",0,1,1,1
"1570",0,0,1,1
"1571",0,1,0,1
"1572",0,1,0,0
"1573",0,0,1,0
"1574",0,1,1,1
"1575",0,0,1,1
"1576",0,1,0,0
"1577",0,1,0,1
"1578",0,1,1,1
"1579",0,0,0,0
"1580",0,1,1,1
"1581",0,1,1,1
"1582",0,1,0,1
"1583",0,1,0,0
"1584",0,1,1,1
"1585",0,1,1,0
"1586",0,1,0,0
"1587",0,1,1,0
"1588",0,1,0,0
"1589",0,1,1,1
"1590",0,1,0,0
"1591",0,1,1,1
"1592",0,1,1,1
"1593",0,0,0,1
"1594",0,0,1,1
"1595",0,0,0,1
"1596",0,1,1,1
"1597",0,1,1,1
"1598",0,0,1,1
"1599",0,0,0,0
"1600",0,1,1,0
"1601",0,1,0,1
"1602",0,0,1,1
"1603",0,1,0,1
"1604",0,0,1,0
"1605",0,1,0,1
"1606",0,0,1,0
"1607",0,1,0,0
"1608",0,0,0,0
"1609",0,0,0,0
"1610",0,1,1,1
"1611",0,1,0,1
"1612",0,1,1,0
"1613",0,0,0,0
"1614",0,0,1,0
"1615",0,1,1,1
"1616",0,1,0,1
"1617",0,1,1,1
"1618",0,1,1,1
"1619",0,1,1,1
"1620",0,1,1,1
"1621",0,1,0,0
"1622",0,0,1,0
"1623",0,1,1,1
"1624",0,0,0,0
"1625",0,1,0,0
"1626",0,0,1,1
"1627",0,1,1,0
"1628",0,0,0,1
"1629",0,1,1,0
"1630",0,1,1,1
"1631",0,1,0,0
"1632",0,1,0,1
"1633",0,0,0,0
"1634",0,1,1,1
"1635",0,0,1,1
"1636",0,1,0,0
"1637",0,1,1,0
"1638",0,0,0,0
"1639",0,0,1,0
"1640",0,1,1,0
"1641",0,1,1,1
"1642",0,1,0,0
"1643",0,1,0,0
"1644",0,1,0,1
"1645",0,1,1,1
"1646",0,0,0,0
"1647",0,1,1,1
"1648",0,1,0,1
"1649",0,1,0,1
"1650",0,1,0,0
"1651",0,1,0,1
"1652",0,0,1,1
"1653",0,1,1,0
"1654",0,0,1,1
"1655",0,1,0,1
"1656",0,0,1,1
"1657",0,0,0,1
"1658",0,1,1,1
"1659",0,0,0,0
"1660",0,1,1,1
"1661",0,1,1,0
"1662",0,0,0,0
"1663",0,1,1,0
"1664",0,1,0,0
"1665",0,1,1,1
"1666",0,1,1,0
"1667",0,0,0,1
"1668",0,0,0,1
"1669",0,1,0,1
"1670",0,1,0,1
"1671",0,1,0,1
"1672",0,1,0,0
"1673",0,0,1,0
"1674",0,0,1,1
"1675",0,1,0,0
"1676",0,1,1,0
"1677",0,0,0,0
"1678",0,1,1,0
"1679",0,0,0,1
"1680",0,0,1,0
"1681",0,1,0,0
"1682",0,1,0,0
"1683",0,1,0,1
"1684",0,1,1,0
"1685",0,0,1,0
"1686",0,1,1,1
"1687",0,0,0,0
"1688",0,1,1,1
"1689",0,1,1,0
"1690",0,1,0,0
"1691",0,1,0,1
"1692",0,1,0,0
"1693",0,1,1,1
"1694",0,1,1,0
"1695",0,1,0,0
"1696",0,1,0,1
"1697",0,1,0,1
"1698",0,1,0,0
"1699",0,1,1,0
"1700",0,0,0,0
"1701",0,1,1,0
"1702",0,1,1,1
"1703",0,1,1,0
"1704",0,1,0,0
"1705",0,0,0,1
"1706",0,0,0,0
"1707",0,1,0,1
"1708",0,0,0,1
"1709",0,1,0,1
"1710",0,1,1,1
"1711",0,0,1,0
"1712",0,1,0,0
"1713",0,0,1,1
"1714",0,0,1,1
"1715",0,1,1,1
"1716",0,0,0,0
"1717",0,1,0,0
"1718",0,1,0,1
"1719",0,0,1,1
"1720",0,1,1,0
"1721",0,1,0,1
"1722",0,1,1,0
"1723",0,1,0,1
"1724",0,0,0,0
"1725",0,0,1,0
"1726",0,1,1,0
"1727",0,1,1,1
"1728",0,0,1,1
"1729",0,1,1,0
"1730",0,1,1,0
"1731",0,1,0,0
"1732",0,1,0,0
"1733",0,1,1,1
"1734",0,0,1,1
"1735",0,1,0,1
"1736",0,1,1,1
"1737",0,0,0,1
"1738",0,0,1,1
"1739",0,1,1,1
"1740",0,1,1,0
"1741",0,1,0,0
"1742",0,1,1,1
"1743",0,1,1,0
"1744",0,1,0,0
"1745",0,1,1,1
"1746",0,1,1,1
"1747",0,1,0,0
"1748",0,0,0,0
"1749",0,1,1,1
"1750",0,0,0,1
"1751",0,1,0,1
"1752",0,1,1,1
"1753",0,1,1,0
"1754",0,0,1,0
"1755",0,1,0,0
"1756",0,1,0,0
"1757",0,1,0,0
"1758",0,1,0,0
"1759",0,0,1,0
"1760",0,1,1,1
"1761",0,0,1,1
"1762",0,1,1,1
"1763",0,1,1,1
"1764",0,0,0,0
"1765",0,1,1,0
"1766",0,0,0,1
"1767",0,1,1,1
"1768",0,1,1,1
"1769",0,0,1,1
"1770",0,0,1,1
"1771",0,0,0,0
"1772",0,0,1,0
"1773",0,1,1,1
"1774",0,1,1,1
"1775",0,1,0,1
"1776",0,1,1,0
"1777",0,1,1,0
"1778",0,1,0,1
"1779",0,1,0,1
"1780",0,1,1,1
"1781",0,1,1,0
"1782",0,0,0,1
"1783",0,0,1,0
"1784",0,1,0,1
"1785",0,0,1,0
"1786",0,1,1,0
"1787",0,1,1,1
"1788",0,1,0,1
"1789",0,0,0,1
"1790",0,1,0,0
"1791",0,1,1,0
"1792",0,1,1,1
"1793",0,1,1,1
"1794",0,1,0,1
"1795",0,0,1,1
"1796",0,1,1,1
"1797",0,0,1,0
"1798",0,1,1,1
"1799",0,1,0,0
"1800",0,1,1,1
"1801",0,0,1,1
"1802",0,1,0,1
"1803",0,1,1,1
"1804",0,1,0,1
"1805",0,1,1,1
"1806",0,1,1,1
"1807",0,1,1,0
"1808",0,0,0,1
"1809",0,1,1,0
"1810",0,0,1,1
"1811",0,1,0,0
"1812",0,0,0,0
"1813",0,1,0,0
"1814",0,1,1,1
"1815",0,0,0,0
"1816",0,1,0,1
"1817",0,0,1,0
"1818",0,0,0,0
"1819",0,1,0,0
"1820",0,1,0,0
"1821",0,1,0,1
"1822",0,1,1,1
"1823",0,0,0,0
"1824",0,1,1,1
"1825",0,1,0,1
"1826",0,1,1,0
"1827",0,1,0,1
"1828",0,1,0,0
"1829",0,1,0,0
"1830",0,1,1,0
"1831",0,1,1,1
"1832",0,1,0,0
"1833",0,1,1,1
"1834",0,0,0,0
"1835",0,1,0,1
"1836",0,0,1,1
"1837",0,1,1,1
"1838",0,0,0,0
"1839",0,1,0,1
"1840",0,0,1,1
"1841",0,1,1,1
"1842",0,1,1,1
"1843",0,1,0,0
"1844",0,0,1,1
"1845",0,0,0,0
"1846",0,1,1,0
"1847",0,0,0,0
"1848",0,1,1,0
"1849",0,0,0,0
"1850",0,0,0,0
"1851",0,1,0,1
"1852",0,0,0,1
"1853",0,1,1,0
"1854",0,0,0,1
"1855",0,0,1,1
"1856",0,1,0,0
"1857",0,1,1,0
"1858",0,0,0,0
"1859",0,0,1,1
"1860",0,1,1,1
"1861",0,1,0,0
"1862",0,1,0,0
"1863",0,1,1,1
"1864",0,0,1,1
"1865",0,1,1,1
"1866",0,1,0,0
"1867",0,1,1,0
"1868",0,1,0,1
"1869",0,0,1,1
"1870",0,1,0,1
"1871",0,1,0,0
"1872",0,0,0,0
"1873",0,1,0,1
"1874",0,1,1,0
"1875",0,1,0,1
"1876",0,1,0,1
"1877",0,0,0,0
"1878",0,1,1,1
"1879",0,0,0,1
"1880",0,1,0,1
"1881",0,1,1,1
"1882",0,1,1,1
"1883",0,1,1,1
"1884",0,1,1,1
"1885",0,1,1,1
"1886",0,1,1,1
"1887",0,0,1,1
"1888",0,1,0,1
"1889",0,0,1,1
"1890",0,1,0,0
"1891",0,1,1,1
"1892",0,1,1,0
"1893",0,0,1,0
"1894",0,1,0,1
"1895",0,1,0,1
"1896",0,0,1,0
"1897",0,1,1,0
"1898",0,1,0,1
"1899",0,1,0,1
"1900",0,0,1,1
"1901",0,1,1,1
"1902",0,1,1,0
"1903",0,1,1,0
"1904",0,1,0,1
"1905",0,1,0,0
"1906",0,0,0,0
"1907",0,0,0,0
"1908",0,1,0,1
"1909",0,1,1,0
"1910",0,1,1,0
"1911",0,0,1,0
"1912",0,1,1,1
"1913",0,1,0,1
"1914",0,1,1,0
"1915",0,1,0,1
"1916",0,1,1,0
"1917",0,1,0,1
"1918",0,1,1,1
"1919",0,0,1,1
"1920",0,0,1,1
"1921",0,0,1,1
"1922",0,1,1,0
"1923",0,1,0,0
"1924",0,1,0,0
"1925",0,1,0,0
"1926",0,1,1,1
"1927",0,1,1,0
"1928",0,1,0,0
"1929",0,1,1,0
"1930",0,0,0,1
"1931",0,0,1,0
"1932",0,0,0,0
"1933",0,0,0,0
"1934",0,1,1,0
"1935",0,1,0,0
"1936",0,1,1,1
"1937",0,0,0,0
"1938",0,1,1,1
"1939",0,0,1,0
"1940",0,1,1,1
"1941",0,0,0,1
"1942",0,1,1,1
"1943",0,0,0,0
"1944",0,0,1,1
"1945",0,1,1,0
"1946",0,1,1,1
"1947",0,1,1,1
"1948",0,1,1,1
"1949",0,1,0,0
"1950",0,1,1,0
"1951",0,0,1,0
"1952",0,1,0,0
"1953",0,1,1,0
"1954",0,1,0,1
"1955",0,1,1,1
"1956",0,1,1,0
"1957",0,1,1,0
"1958",0,1,0,0
"1959",0,0,0,0
"1960",0,1,0,1
"1961",0,0,0,0
"1962",0,1,1,1
"1963",0,1,1,0
"1964",0,0,1,0
"1965",0,1,1,1
"1966",0,0,0,0
"1967",0,0,1,1
"1968",0,0,0,1
"1969",0,1,1,1
"1970",0,0,0,0
"1971",0,0,1,1
"1972",0,1,1,0
"1973",0,1,1,1
"1974",0,1,0,0
"1975",0,1,1,1
"1976",0,1,0,0
"1977",0,1,0,0
"1978",0,1,1,1
"1979",0,0,0,1
"1980",0,1,1,1
"1981",0,0,1,1
"1982",0,1,1,1
"1983",0,1,1,1
"1984",0,0,1,0
"1985",0,1,1,1
"1986",0,1,0,0
"1987",0,1,0,0
"1988",0,1,0,0
"1989",0,1,0,0
"1990",0,1,1,1
"1991",0,1,1,1
"1992",0,1,0,0
"1993",0,1,0,0
"1994",0,1,0,0
"1995",0,1,0,0
"1996",0,0,0,1
"1997",0,1,0,0
"1998",0,1,0,0
"1999",0,0,0,1
"2000",0,1,0,1
"2001",0,0,0,0
"2002",0,1,0,0
"2003",0,1,0,1
"2004",0,1,1,1
"2005",0,1,0,0
"2006",0,0,1,0
"2007",0,1,1,0
"2008",0,0,1,1
"2009",0,1,0,0
"2010",0,1,0,0
"2011",0,1,1,0
"2012",0,0,1,0
"2013",0,1,1,1
"2014",0,1,1,1
"2015",0,0,1,0
"2016",0,1,1,0
"2017",0,0,0,1
"2018",0,0,0,0
"2019",0,1,1,0
"2020",0,1,1,1
"2021",0,1,1,1
"2022",0,1,1,1
"2023",0,1,1,1
"2024",0,1,0,1
"2025",0,1,0,0
"2026",0,0,0,0
"2027",0,1,1,1
"2028",0,0,0,0
"2029",0,0,0,1
"2030",0,1,0,1
"2031",0,1,0,1
"2032",0,0,0,0
"2033",0,1,0,1
"2034",0,0,0,0
"2035",0,1,0,1
"2036",0,0,1,1
"2037",0,0,1,1
"2038",0,1,1,0
"2039",0,0,1,1
"2040",0,0,1,0
"2041",0,0,0,1
"2042",0,1,1,1
"2043",0,1,1,1
"2044",0,1,1,0
"2045",0,0,1,1
"2046",0,1,0,0
"2047",0,1,0,0
"2048",0,0,0,1
"2049",0,1,0,1
"2050",0,1,0,1
"2051",0,1,1,0
"2052",0,1,0,1
"2053",0,1,1,0
"2054",0,1,0,0
"2055",0,1,1,1
"2056",0,1,0,0
"2057",0,1,0,1
"2058",0,0,0,1
"2059",0,1,1,1
"2060",0,1,1,0
"2061",0,1,0,0
"2062",0,1,1,1
"2063",0,1,0,0
"2064",0,1,1,0
"2065",0,1,0,0
"2066",0,1,0,0
"2067",0,1,0,0
"2068",0,1,1,1
"2069",0,1,1,1
"2070",0,0,1,1
"2071",0,1,1,0
"2072",0,1,0,0
"2073",0,1,1,1
"2074",0,1,1,1
"2075",0,1,0,1
"2076",0,0,1,1
"2077",0,0,1,1
"2078",0,1,0,0
"2079",0,0,0,0
"2080",0,0,1,1
"2081",0,0,0,1
"2082",0,1,1,1
"2083",0,1,1,1
"2084",0,0,1,0
"2085",0,1,1,0
"2086",0,1,1,1
"2087",0,0,0,1
"2088",0,1,1,1
"2089",0,0,0,0
"2090",0,1,1,0
"2091",0,1,0,0
"2092",0,0,1,0
"2093",0,1,1,0
"2094",0,1,1,1
"2095",0,0,1,0
"2096",0,1,1,0
"2097",0,0,0,1
"2098",0,0,1,1
"2099",0,1,0,0
"2100",0,1,1,0
"2101",0,1,0,1
"2102",0,0,1,0
"2103",0,1,0,1
"2104",0,0,0,0
"2105",0,1,0,0
"2106",0,1,1,0
"2107",0,1,0,0
"2108",0,1,1,0
"2109",0,1,1,0
"2110",0,1,0,1
"2111",0,0,0,0
"2112",0,1,0,1
"2113",0,0,1,1
"2114",0,0,0,1
"2115",0,1,1,1
"2116",0,0,1,1
"2117",0,1,1,0
"2118",0,1,0,1
"2119",0,0,1,0
"2120",0,1,0,1
"2121",0,1,1,0
"2122",0,1,0,0
"2123",0,1,1,1
"2124",0,1,0,1
"2125",0,1,0,1
"2126",0,1,1,1
"2127",0,1,0,0
"2128",0,1,1,0
"2129",0,0,0,0
"2130",0,1,0,1
"2131",0,0,0,1
"2132",0,1,0,1
"2133",0,1,1,0
"2134",0,1,0,0
"2135",0,0,1,0
"2136",0,1,1,0
"2137",0,1,1,1
"2138",0,1,1,1
"2139",0,1,0,1
"2140",0,1,0,1
"2141",0,0,0,0
"2142",0,0,1,1
"2143",0,1,0,1
"2144",0,1,1,1
"2145",0,1,0,1
"2146",0,1,1,1
"2147",0,1,1,1
"2148",0,0,0,0
"2149",0,1,1,0
"2150",0,1,1,0
"2151",0,0,0,1
"2152",0,1,1,1
"2153",0,0,1,0
"2154",0,0,1,1
"2155",0,1,0,1
"2156",0,1,1,1
"2157",0,1,1,1
"2158",0,0,1,1
"2159",0,1,0,1
"2160",0,1,1,1
"2161",0,1,0,0
"2162",0,1,1,1
"2163",0,1,0,0
"2164",0,1,0,1
"2165",0,1,1,1
"2166",0,1,1,1
"2167",0,1,0,0
"2168",0,1,0,1
"2169",0,1,0,0
"2170",0,1,0,1
"2171",0,1,0,0
"2172",0,0,0,1
"2173",0,1,0,1
"2174",0,1,1,1
"2175",0,1,1,1
"2176",0,1,0,0
"2177",0,0,0,0
"2178",0,1,0,0
"2179",0,0,1,0
"2180",0,1,0,1
"2181",0,0,1,0
"2182",0,1,0,1
"2183",0,0,0,0
"2184",0,1,0,1
"2185",0,0,0,0
"2186",0,1,1,1
"2187",0,1,1,0
"2188",0,0,1,0
"2189",0,1,1,0
"2190",0,1,1,1
"2191",0,1,1,0
"2192",0,1,0,1
"2193",0,1,1,1
"2194",0,1,0,1
"2195",0,1,1,0
"2196",0,0,0,1
"2197",0,0,1,0
"2198",0,1,0,0
"2199",0,1,1,1
"2200",0,1,0,0
"2201",0,1,1,1
"2202",0,0,1,0
"2203",0,0,1,1
"2204",0,0,1,0
"2205",0,0,0,1
"2206",0,1,1,1
"2207",0,0,1,1
"2208",0,1,1,1
"2209",0,1,1,1
"2210",0,1,1,1
"2211",0,1,1,0
"2212",0,1,0,0
"2213",0,0,1,1
"2214",0,1,0,1
"2215",0,1,0,1
"2216",0,1,0,0
"2217",0,1,0,0
"2218",0,1,0,0
"2219",0,0,0,1
"2220",0,1,1,1
"2221",0,0,0,0
"2222",0,1,1,0
"2223",0,1,1,0
"2224",0,1,1,0
"2225",0,0,0,0
"2226",0,1,1,0
"2227",0,1,1,1
"2228",0,0,0,0
"2229",0,0,1,0
"2230",0,0,1,1
"2231",0,0,1,0
"2232",0,1,1,0
"2233",0,0,1,1
"2234",0,1,0,0
"2235",0,1,1,1
"2236",0,0,1,1
"2237",0,1,0,1
"2238",0,1,1,0
"2239",0,1,1,1
"2240",0,0,1,0
"2241",0,0,0,0
"2242",0,0,1,1
"2243",0,1,0,0
"2244",0,1,0,0
"2245",0,0,0,0
"2246",0,1,1,0
"2247",0,1,0,1
"2248",0,1,0,0
"2249",0,0,0,1
"2250",0,1,0,0
"2251",0,1,0,1
"2252",0,1,0,1
"2253",0,1,1,1
"2254",0,1,0,0
"2255",0,1,1,0
"2256",0,1,0,1
"2257",0,1,0,0
"2258",0,1,0,0
"2259",0,1,0,0
"2260",0,1,1,0
"2261",0,1,1,1
"2262",0,1,0,0
"2263",0,1,1,1
"2264",0,1,0,0
"2265",0,1,1,0
"2266",0,1,0,0
"2267",0,1,0,0
"2268",0,0,0,1
"2269",0,0,1,1
"2270",0,1,1,0
"2271",0,1,0,0
"2272",0,1,1,1
"2273",0,1,1,0
"2274",0,1,0,1
"2275",0,1,1,1
"2276",0,0,1,1
"2277",0,1,0,0
"2278",0,1,1,0
"2279",0,1,0,1
"2280",0,1,0,1
"2281",0,1,0,0
"2282",0,1,0,0
"2283",0,1,0,0
"2284",0,1,1,0
"2285",0,0,0,0
"2286",0,0,0,1
"2287",0,0,0,0
"2288",0,1,0,1
"2289",0,1,0,0
"2290",0,1,1,1
"2291",0,1,1,1
"2292",0,1,0,1
"2293",0,0,1,0
"2294",0,1,1,0
"2295",0,1,1,1
"2296",0,1,1,1
"2297",0,1,1,0
"2298",0,1,0,1
"2299",0,1,0,1
"2300",0,0,1,1
"2301",0,1,0,1
"2302",0,0,1,1
"2303",0,1,0,1
"2304",0,0,0,0
"2305",0,0,0,1
"2306",0,0,1,0
"2307",0,1,1,0
"2308",0,1,0,0
"2309",0,1,0,1
"2310",0,1,0,1
"2311",0,1,0,1
"2312",0,1,1,0
"2313",0,1,1,0
"2314",0,0,0,1
"2315",0,0,0,1
"2316",0,0,0,1
"2317",0,0,0,0
"2318",0,1,1,0
"2319",0,1,1,0
"2320",0,0,1,0
"2321",0,0,1,1
"2322",0,1,0,1
"2323",0,1,1,0
"2324",0,1,0,0
"2325",0,1,1,1
"2326",0,1,0,0
"2327",0,1,1,1
"2328",0,1,0,0
"2329",0,1,0,0
"2330",0,1,1,1
"2331",0,0,1,1
"2332",0,0,0,1
"2333",0,1,0,1
"2334",0,0,0,1
"2335",0,1,1,1
"2336",0,1,1,1
"2337",0,1,0,0
"2338",0,1,1,0
"2339",0,1,1,1
"2340",0,1,1,0
"2341",0,0,1,0
"2342",0,0,0,0
"2343",0,1,0,1
"2344",0,1,0,1
"2345",0,1,1,0
"2346",0,1,0,1
"2347",0,0,0,0
"2348",0,0,1,0
"2349",0,1,1,1
"2350",0,1,1,0
"2351",0,1,1,1
"2352",0,1,1,1
"2353",0,1,0,1
"2354",0,0,0,0
"2355",0,0,1,0
"2356",0,1,1,1
"2357",0,0,0,1
"2358",0,1,0,1
"2359",0,0,1,0
"2360",0,1,0,1
"2361",0,0,1,1
"2362",0,1,1,0
"2363",0,1,1,0
"2364",0,1,1,1
"2365",0,1,0,1
"2366",0,1,0,0
"2367",0,0,1,1
"2368",0,0,0,0
"2369",0,1,0,1
"2370",0,0,1,1
"2371",0,0,0,0
"2372",0,1,0,1
"2373",0,1,1,1
"2374",0,1,0,0
"2375",0,0,1,1
"2376",0,1,1,0
"2377",0,1,0,1
"2378",0,0,1,1
"2379",0,1,0,0
"2380",0,0,1,1
"2381",0,1,1,0
"2382",0,1,1,1
"2383",0,1,0,0
"2384",0,1,1,1
"2385",0,1,0,1
"2386",0,0,0,0
"2387",0,1,0,0
"2388",0,0,0,0
"2389",0,0,0,1
"2390",0,1,1,1
"2391",0,1,0,1
"2392",0,0,0,0
"2393",0,1,0,1
"2394",0,0,1,1
"2395",0,1,1,0
"2396",0,1,1,0
"2397",0,1,1,1
"2398",0,0,0,0
"2399",0,1,1,0
"2400",0,0,0,0
"2401",0,1,0,1
"2402",0,1,1,1
"2403",0,1,0,1
"2404",0,0,1,1
"2405",0,1,1,0
"2406",0,1,1,1
"2407",0,0,1,1
"2408",0,1,0,1
"2409",0,1,1,1
"2410",0,1,1,0
"2411",0,0,1,1
"2412",0,1,1,1
